name,brand,detail,strong,cat1,cat2,wc,ingredients
eau-fraiche-citrus-marino-1,Angel Schlesser,Imagine diving into the blue water in the Mediterranean  where the water is bluer than blue. Behind you is the intense green of labdanum and juniper fields waving in the breeze  and before you is the orange trail of the setting sun.,Eau de Toilette,CITRUS,CITRUS,Citrus Fresher,"['Bergamot', 'Lemon', 'Marine', 'Mandarin', 'Galbanum', 'Geranium', 'Hedione (light Jasmine)', 'Jatamansi / Spikenard', 'Lavandin', 'Musk', 'Oakmoss', 'Patchouli', 'Sandalwood', 'Thyme', 'Tonka Bean', 'Vanilla', 'Vetiver', 'Black Pepper', 'Ambrox (Ambergris)']"
vanille-marine,M. Micallef,Vanille Marine is a light and evocative scent that can be best described as a four-movement symphony on the theme of vanilla.,,AMBERY (ORIENTAL),FRUITY,Amber Fresher Fruity,"['Benzoin', 'Vanilla (Madagascar)', 'Blackcurrant', 'Lemon', 'Marine', 'Musk', 'White Flowers', 'Woody Notes']"
sea-bliss,Valmont,Sea Bliss invites you to escape the everyday! An authentic Eau de Toilette without embellishment  a testament to the freedom of seduction.,Eau de Toilette,FLORAL,WATERY,Floral Fresher Water,"['Tiare', 'Marine', 'Musk']"
brise-marine,ArteOlfatto,Brise Marine is a magical alchemy of floral woody spices  inspired by the turquoise sea and sea breezes.,,FLORAL,WATERY,Floral Crisp Water,"['Marine', 'Ylang-ylang', 'Bergamot', 'Vanilla (Bourbon)', 'Acacia', 'Cyclamen', 'Lily Of The Valley', 'Myrtle', 'Coconut', 'Coumarin (Tonka Bean note)', 'Musk', 'Patchouli']"
3-agua-fougere-1,Claus Porto,3 Agua Fougère evokes the freshness of the Atlantic ocean. Endless beaches and pine forests  perfectly combining sea breeze with the unmistakable aroma of woods found in this area. South of Lisbon  Comporta village and the Troia peninsula boast beaches of golden sand backed by dunes planted with fragrant pines.,,AROMATIC FOUGERE,WATERY,Aromatic Fougère Fresher Water,"['Marine', 'Cedarwood', 'Galbanum', 'Geranium', 'Pine Needles', 'Seaweed / Algae', 'Incense / Olibanum', 'Jasmine', 'Pepper']"
indigo-blue,Daniel Hechter,Indigo Blue a masculine scent inspired by the love of the ocean.,Eau de Parfum,AROMATIC FOUGERE,WATERY,Water Crisp,"['Marine', 'Salty', 'Woody Notes']"
n7-aqua-dea-marine,Nesti Dante,Enjoy a day full of delicate floral magic. N°7 Aqua Dea Marine has the power of a thousand petals whose gorgeous scent will bring out your femininity and natural charm.,,FLORAL,WATERY,Floral Fresher Water,['Marine']
urban-ice-1,Laundry by Shelli Segal,A fresh and soft fragrance that leaves a lasting impression.,Eau de Parfum,FLORAL,WATERY,Soft Floral Fresher Water,"['Freesia', 'Marine', 'Musk', 'Bellflower', 'Cyclamen', 'Rain Notes', 'Amber', 'Lemon', 'Lime']"
rose-wood,Ajmal,An ode to the Rose  evoking the very thrill of the undiscovered. Imparted with the emanation of Rose. The essence of this fragrance will hypnotize you sumptuously.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose', 'Palisander Rosewood', 'Spicy Notes', 'Oud / Agarwood', 'Musk']"
ombre-rose-loriginal-1,Jean-Charles Brosseau,A simple  subtle and timeless fragrance that crosses the ages seamlessly. A fragrance that will make you forget all others.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Rich,"['Palisander Rosewood', 'Coumarin (Tonka Bean note)', 'Iris / Orris', 'Lily Of The Valley', 'Rose', 'Vanilla', 'Ylang-ylang', 'Musk', 'Sandalwood', 'Honey', 'Peach']"
ombre-rose-edition-dexception-2021,Jean-Charles Brosseau,A simple  subtle and timeless scent that smoothly passes through ages. A fragrance to make you forget all others!,,FLORAL,AMBERY (ORIENTAL),Floral Amber Rich,"['Palisander Rosewood', 'Coumarin (Tonka Bean note)', 'Iris / Orris', 'Lily Of The Valley', 'Rose', 'Vanilla', 'Ylang-ylang', 'Musk', 'Sandalwood', 'Honey', 'Peach']"
white-musk-50,Monotheme,Soft  captivating  tender  and sophisticated. Musk is an animalic scent used since ancient times as one of the most important (and highly prized) basic ingredients in the preparation of perfumes. White Musk is a perfume that blends timeless elegance and sensuality  providing a long-lasting alluring effect.,,FLORAL,MUSK SKIN,Soft Floral Rich Musk,"['Musk', 'Cyclamen', 'Palisander Rosewood', 'Jasmine', 'Water Lily', 'Amber', 'Cedarwood', 'Bergamot', 'Mandarin']"
energy-fusion-for-her,Avon,This sparkling floral fragrance opens with energizing notes  conveying joy  and exhilarating sensations which gives the fragrance a nice and delicate hook. The heart reveals the softness of a sophisticated bouquet  bringing a shimmering facet. The drydown is creamy and refined with a hint of warmth creating a sensual harmony.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Cyclamen', 'Palisander Rosewood', 'Grapefruit', 'Jasmine', 'Peony', 'Musk', 'Nectarine', 'Raspberry', 'Vanilla']"
amber-rosewood,Label,A carnal and sweet scent  with an unmistakable oriental tone.,Eau de Parfum,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Amber', 'Palisander Rosewood', 'Benzoin', 'Vanilla', 'Oud / Agarwood', 'Cedarwood', 'Bergamot', 'Lemon', 'Nutmeg', 'Sandalwood']"
swim-sx,Pierre Guillaume Paris,A musky salt aquatic and sensual... He kept his code name that sums it up so well. SWIM / SX (for SPORT SEXY) evokes a sensual after-sun and tells us about a man or a woman after a sea bath: its salty and desirable skin.,,FLORAL,WATERY,Floral Fresher Water,"['Palisander Rosewood', 'Musk', 'Woody Notes', 'Solar Notes', 'Ylang-ylang', 'Seaweed / Algae', 'Cannabis Accord']"
oud-rosewood,Dior,"""The powerful and contrasting woods of Oud Rosewood give it a strong  immediately evocative signature. It comes from the family of fragrances that arouse thrilling sensations  it is imbued with a deep sensuality that is both soft and powerful. Its trail is as intense as it is mysterious "" François Demachy  Perfumer-Creator.",,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Oud / Agarwood', 'Palisander Rosewood', 'Raspberry', 'Sandalwood', 'Animalic Notes', 'Quince']"
shefon-1,Al Haramain,If there was anything more comforting than the embrace of your lover; if there was anything more refreshing than the smell of season's first raindrops hitting the sun-scorched earth  and if there was anything more beautiful than the holy sight of the pink skies saying goodbye to the setting sun  it has got to be “SHEFON”. This scent will take you through the day in a happy state of mind and make beautiful experiences pretty and more long-lasting than ever.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Palisander Rosewood', 'Rose', 'Patchouli', 'Rosemary', 'Iris / Orris', 'Jasmine', 'Lily Of The Valley', 'Amber', 'Bergamot', 'Cedarwood', 'Green Notes', 'Lemon', 'Musk', 'Spicy Notes', 'Tamarind']"
diva-charisma-1,Boitown,Possessing the noble bearing of a queen  she is eager to unleash her true self and embrace the whole world. This irresistible fragrance is perfect for showing elegance  self-confidence and grace. Suitable for all temperamental women who know how to live and enjoy life.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Freesia', 'Palisander Rosewood', 'Blackcurrant Bud', 'Orchid', 'Ylang-ylang', 'Citruses']"
gardenia-10,Santa Maria Novella,Gardenia fragrance is a fresh  sweet  single floral scent with hints of green. The gardenia flower symbolizes grace  elegance and charm.,,FLORAL,FLORAL,Floral Crisp Gardenia,"['Gardenia', 'Palisander Rosewood', 'Neroli', 'Broom', 'Lemongrass']"
urban-rose,Skylar,Awaken your senses to the colour of life that surrounds you with Urban Rose. The quick movements of the urban bustle hum an anthem of energetic vibrations. Surround yourself with vibrance and embrace your trail-blazing spirit.,,FLORAL,FLORAL,Floral Classical Rose,"['Rose', 'Palisander Rosewood', 'Amber', 'Magnolia', 'Pink Pepper', 'Violet', 'Nutmeg', 'Vetiver', 'Lemon Petitgrain (Leaves)']"
rare-pearls-intense,Avon,Timeless. Romantic. Rare. This potent  luminous blend of shimmering white flowers and creamy woods takes elegance and romance to new heights.,,FLORAL,FLORAL,Floral Classical Bouquet,"['Magnolia', 'Palisander Rosewood', 'White Pepper']"
rose-petales,Jardin de France,The delicacy of a thousand-petal rose sublimated by the elegance of the iris and the depth of the rosewood.,,FLORAL,FLORAL,Floral Crisp Rose,"['Palisander Rosewood', 'Iris / Orris', 'Rose', 'Violet Leaves', 'Benzoin', 'Guaiac Wood']"
belle-epoque-1,Knize,Belle Epoque is like a fragrant garden of noble flowers.,Eau de Parfum,FLORAL,FRUITY,Floral Crisp Fruity,"['Apricot', 'Lily Of The Valley', 'Palisander Rosewood', 'Rose', 'Blackcurrant', 'Heliotrope', 'Jasmine', 'Lotus', 'Magnolia', 'Mirabelle (Plum)', 'Orchid', 'Pineapple', 'Tuberose', 'Violet', 'Ylang-ylang', 'Ginger', 'Mandarin', 'Mango', 'Tangerine', 'Ambergris', 'Cocoa', 'Musk', 'Patchouli', 'Sandalwood', 'Vanilla', 'Vetiver']"
mercedes-benz-rose-1,Mercedes-Benz,Think rose. A fragrance passionately devoted to her sensuality and daring. To herirresistible allure and delicate elegance. To her sweet and romantic nature. A tender  luxurious garden of bewitching flowers  sparkling with freshness and sensuality. A flash of optimism  a splash of rose. Like a captivating bouquet of bursting sensations.,Eau de Toilette,FLORAL,FLORAL,Floral Crisp Rose,"['Rose', 'Palisander Rosewood', 'Cedarwood', 'Magnolia', 'Blackcurrant', 'Grapefruit', 'Amber', 'Elemi', 'Musk']"
muguet-2020,Guerlain,Guerlain perpetuates the tradition of Muguet  a luxurious rendezvous that celebrates the arrival of spring. This limited and numbered edition that pays tribute to lily-of-the-valley's little good-luck charm bell.,,FLORAL,CITRUS,Floral Fresher Lily of the Valley,"['Lily Of The Valley', 'Lemon', 'Sandalwood', 'Jasmine', 'Rose (Turkey)']"
eau-fraiche-muguet,Yves Rocher,Yves Rocher recomposes the spring freshness of the lily valley with this simple and authentic fragrance.,,FLORAL,CITRUS,Floral Fresher Lily of the Valley,['Lily Of The Valley']
lily-of-the-valley-42,The Library of Fragrance,Legend says that the fragrance of the Lily of the Valley draws the nightingale from hedge and bush  and leads him to choose his mate in the recesses of the glade. Maybe the lovely scent of this delicate flower can do the same for you.,,FLORAL,CITRUS,Floral Fresher Green,['Lily Of The Valley']
muguet-porcelaine-1,Hermès,“There's so much subtlety in lily-of-the-valley that I've often dreamed of sublimating it. I dived right into its fragrance in order to reproduce the beauty and supply voluptuous quality of this flower which is fragile as porcelain.” Jean-Claude Ellena  Perfumer,Eau de Toilette,FLORAL,CITRUS,Floral Fresher Lily of the Valley,"['Lily Of The Valley', 'Bamboo', 'Leather']"
muguet,Molinard,The fragrance calls for a getaway in a wonderful garden  on the first days of spring.,,FLORAL,CITRUS,Floral Fresher Lily of the Valley,"['Jasmine', 'Lily Of The Valley', 'Lotus', 'Rose']"
les-bouquets-dorlane-autour-du-muguet,Orlane,Autour du Muguet pays homage to natural beauty  femininity and elegance. It perfectly accentuates your natural charm and relaxed sophistication.,,FLORAL,CITRUS,Floral Fresher Lily of the Valley,"['Iris / Orris', 'Lily Of The Valley', 'Bergamot', 'Gardenia', 'Heliotrope', 'Linden Blossom', 'Osmanthus', 'Tuberose', 'Violet', 'Blueberry', 'Musk', 'Sandalwood']"
lily-of-the-valley-jeanlen,Jean&Len,Lily of the Valley reminds you of what the warm sun feels like on your bare skin  while a gentle summer breeze wafts the scent of a freshly mown meadow towards you. Close your eyes and feel that moment of happiness.,,FLORAL,CITRUS,Floral Fresher Lily of the Valley,['Lily Of The Valley']
le-muguet-de-rosine-2018-1,Les Parfums de Rosine,This Le Muguet de Rosine is a replica of a garden filled with Lily of the Valley within the gardens of Martimont. It hides at the foot of the walls  between rose bushes and behind rhododendrons. A completely natural  yet incredibly refined perfume.,,FLORAL,CITRUS,Floral Fresher Lily of the Valley,"['Lily Of The Valley', 'Bergamot', 'Musk', 'Rose (Turkey)', 'Jasmine (Egypt)', 'Pear']"
lily-of-the-valley-fresh-citrus,Dermacol,Lily of the Valley & Fresh Citrus is a cosmic fragrance  providing you with an immediate source of positive energy. This aromatic cocktail will awaken your senses and invigorate your body. You will become absolutely addicted to this magnetic scent.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Lily Of The Valley', 'Bergamot', 'Mandarin', 'Jasmine', 'Violet', 'Cedarwood', 'Lavender', 'Musk']"
pur-muguet-1,Cartier,Pur Muguet is delicate and slightly powdery  a composition described as a piece of nature worn like invisible jewellery.,Eau de Toilette,FLORAL,CITRUS,Floral Fresher Lily of the Valley,['Lily Of The Valley']
4711-lily-of-the-valley,4711,"Lily of the valley announces the awakening of spring  when the first flowers bloom everywhere. Fresh and floral but soft at the same time  this fragrance plays with light  floral nuances. An elegant harmony of refreshing transparency and enveloping texture. A fragrance that gently unfolds on the skin like a 
soft lurker.",,FLORAL,CITRUS,Floral Fresher Lily of the Valley,"['Lily Of The Valley', 'Bergamot', 'Musk', 'Freesia', 'Rose', 'Cedarwood', 'Pear', 'Red Currant', 'Sandalwood', 'Watery']"
lily-of-the-valley-3,Yardley,Lily of the Valley is a delicate  white  flower which grows in abundance in the English countryside  but only for a limited time during the months of May and June. This infrequent flower is at the heart of this beautifully modern version of this classic  floral scent.,Eau de Toilette,FLORAL,CITRUS,Floral Fresher Lily of the Valley,"['Lily Of The Valley', 'Bergamot', 'Sandalwood', 'Freesia', 'Magnolia', 'Mimosa', 'Violet', 'Lime', 'Amber', 'Geranium', 'Lavender', 'Musk', 'Pear']"
muguet-coquet-1,Adopt,This fresh fragrance will transport you to an immaculate garden filled with thousands of white bells. Happiness in a bottle!,,FLORAL,FRUITY,Soft Floral Fresher Fruity,"['Lily Of The Valley', 'Peach', 'Musk']"
acqua-di-parma-lily-of-the-valley,Acqua di Parma,Lily of the valley  a radiant spring flower. It is the first to bloom with its corollas in clusters in spring and to absorb the gentle rays of the sun  radiating a fragrant trail that envelops you in a sense of joyful rebirth. This sun-filled fragrance enhances the appeal of this delicate and highly perfumed flower.,,FLORAL,FLORAL,Floral Classical Bouquet,"['Lily Of The Valley', 'Bergamot', 'Jasmine', 'Magnolia', 'Musk', 'Geranium', 'Blackcurrant', 'Cedarwood', 'Grapefruit']"
lily-of-the-valley-8,Penhaligon's,A sweet  fresh and graceful floral. It is considered by some experts to be one of the finest lily of the valley fragrances. A classic perfume with a very striking modernity. On some skins it develops a grassy hay-like quality  on others it is strikingly ‘white'  peppery and very elegant.,Eau de Toilette,FLORAL,GREEN,Floral Fresher Lily of the Valley,"['Lily Of The Valley', 'Hyacinth', 'Jasmine', 'Bergamot', 'Sandalwood', 'Moss', 'Rose', 'Geranium', 'Lemon', 'Ylang-ylang', 'Musk']"
virgin-lily-of-the-valley,Eric Buterbaugh,The tingle of citrus  the beauty of the lily and the softness of musks are present all at once. A lily floating in the air  in all its white purity.,Eau de Parfum,FLORAL,CITRUS,Floral Fresher Lily of the Valley,"['Lily Of The Valley', 'Bergamot', 'Mandarin', 'Orange Blossom', 'Ylang-ylang', 'Musk', 'Sandalwood', 'Ambrette Seed', 'Belladonna', 'Palisander Rosewood']"
muguet-2018,Guerlain,Guerlain celebrates the arrival of Spring with a numbered  limited-edition fragrance  blending tradition and innovation that perpetuates the charm and delicacy of a bouquet sprinkled with wonderful green notes evoking the springtime dew.,,FLORAL,CITRUS,Floral Fresher Lily of the Valley,"['Lily Of The Valley', 'Green Notes', 'Sandalwood', 'Jasmine', 'Rose (Turkey)']"
lavanda-nobile,Nobile 1942,Standing tall in the middle of the crowd  leaning on a cane and holding a lavender flower in his hand  Aurélien threw himself into his arms and hugged him energetically. Aurélien threw himself into his arms and hugged him energetically. Then she took the lavender flower from his hand and smelled it passionately.,,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Lavender (Provence)', 'Lavender', 'Amber', 'Guaiac Wood', 'Sea Water', 'Bergamot', 'Cardamom', 'Musk', 'Oakmoss', 'Tangerine', 'Tonka Bean', 'Benzoin (Siam)']"
camina-provence,FiiLit,Camina is the Occitan word for a walk in Provence. In Provence  you can breathe in the scent of lavender  the trunks of centuries-old olive trees  walks through the pine forests. Provence is full of absolute tranquillity  the song of cicadas and the babbling of fountains. Happiness.,Eau de Parfum,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Cypress', 'Lavender (Provence)', 'Mimosa', 'Basil', 'Pine Needles', 'Iris / Orris', 'Rose (Grasse)', 'Cedarwood', 'Fig', 'Oak', 'Blackcurrant Bud']"
lavande,Charrier Parfums,Lavande  typical flower of Provence  which inspired the greatest painters.,Eau de Toilette,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Lavender (Provence)', 'Chamomile', 'Musk', 'Clary Sage', 'Coriander', 'Lemon', 'Orange Blossom', 'Vanilla']"
deauville-pour-homme-1,Michel Germain,Confident. Sophisticated. Overflowing. Deauville pour Homme is for those who love French sophistication. Deauville. Overflowing with coastal essences.,,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Fresher Aromatic,"['Lavender (Provence)', 'Nutmeg', 'Tobacco Accord', 'Clary Sage', 'Tarragon', 'Thyme', 'Amber', 'Clementine', 'Iris / Orris', 'Juniper Berries', 'Neroli', 'Oakmoss', 'White Pepper']"
vera-wang-embrace-french-lavender-tuberose-1,Vera Wang,Vera Wang Embrace : French Lavender & Tuberose is inspired by intimacy  celebrating moments in time to be cherished and embraced. Like its namesake gesture  the ingredient-based fragrance collection is a modern vision inspired by intimacy and emotion. Vera Wang Embrace brings to life the inspirational image of romance that represents Vera Wang's heritage.,Eau de Toilette,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Crisp Aromatic,"['Tuberose', 'Lavender (Provence)', 'Blackcurrant', 'Mandarin', 'Pear', 'Cocoa', 'Passion Flower', 'Sandalwood', 'Vanilla']"
lavande-romaine,Perris Monte Carlo,At harvest time  evenings are filled with its aroma  and the sunset is coloured by the newly cut flowers strewn over the fields. The humble alembics installed near the reservoirs glow with red flames into the night.,Eau de Parfum,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Lavender (Provence)', 'Blackcurrant Bud', 'Musk', 'Cedarwood']"
lavande-vetiver-1,Jeanne en Provence,Breathe in the fresh and stimulating scents of the Provençal lavender fields! Lavande & Vétiveris an invigorating and aromatic Eau de Toilette comprising natural essences emblematic of the Provençal region.,,WOODY,CITRUS,Woods Fresher,"['Vetiver', 'Bergamot', 'Lavandin', 'Cedarwood', 'Guaiac Wood', 'Bitter Orange', 'Iris / Orris', 'Musk', 'Clary Sage', 'Tarragon', 'Tonka Bean', 'Vanilla', 'Blackcurrant Bud', 'Lavender (Provence)']"
js-magnetic-power-navy-blue,Jeanne Arthes,JS Magnetic Power Navy Blue is a fresh scent with a magnetic trail that revives the senses without losing any of its insolence.,,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Crisp Aromatic,"['Mint', 'Lavender (Provence)', 'Sandalwood', 'Cypress', 'Geranium', 'Rosemary', 'Lemon', 'Amber', 'Musk', 'Nutmeg']"
pour-un-homme-leau,Caron,A fresh  sparkling scent  loyal to Caron Pour Un Homme.,Eau de Toilette,AROMATIC FOUGERE,CITRUS,Aromatic Fougère Fresher Citrus,"['Geranium', 'Lavender (Provence)', 'Lime', 'Amber', 'Vetiver (Haiti)']"
lavande-de-provence,Vivinevo,The pure and natural fragrance of lavender from the south of France.,,AROMATIC FOUGERE,GREEN,Aromatic Fougère Crisp Green,"['Lavender (Provence)', 'Violet Leaves', 'Musk', 'Iris / Orris']"
lavandes-trianon,Lancôme,"""This fragrance is a fresh gourmand. It suggests a refreshing sensuality  like skin in the sun"". Blended by Olivier Gillotin and Shyamala Maisondieu",Eau de Parfum,FLORAL,AROMATIC FOUGERE,Floral Crisp Gourmand,"['Lavender (Provence)', 'Crème Brulée', 'Hot Milk', 'Maple Syrup', 'Vanilla (Madagascar)']"
beau-de-jour-eau-de-parfum,Tom Ford,Beau de Jour presents the perfectly groomed gentleman who considers every detail. He exhibits the best version of himself to the world  but beneath the surface is something deeper  refreshing  and sublime in all its layers.,Eau de Parfum,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Crisp Aromatic,"['Lavender (Provence)', 'Rosemary', 'Lavandin', 'Oakmoss', 'Basil', 'Geranium', 'Amber', 'Patchouli (Indonesia)']"
amber-lavender,Jo Malone London,Amber  the exotic scent of the Orient and one of the perfume world's most legendary ingredients  is combined with the comfort of French lavender and myrrh. This clean aromatic note evokes the subtle  spicy warmth of twilight.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Amber', 'Lavender (Provence)', 'Petitgrain', 'Cedarwood', 'Vetiver', 'Cinnamon', 'Iris / Orris', 'Lily Of The Valley', 'Nutmeg', 'Rose', 'Spearmint', 'Basil', 'Bergamot', 'Lemon', 'Musk', 'Oakmoss', 'Orange', 'Patchouli', 'Rosemary']"
lavanda-chloe,Chloé,A fragrance of shadow and light born from Quentin Bisch's desire to capture the childhood vision of his mother walking from the warmth of the garden to the cool shade of the house  a sprig of lavender in her arms. The perfumer revisits this note with a very modern twist  while enhancing all the facets of Provençal lavender  from aromatic freshness to sun-kissed fullness.,,AROMATIC FOUGERE,GREEN,Aromatic Fougère Crisp,"['Lavender (Provence)', 'Aromatic Notes', 'Solar Notes']"
lavande-eau-de-cologne,L'Occitane,Brightened by the radiant freshness of citrus fruits  the Lavender Eau de Cologne has a light  breezy scent  underlined by a woody  musky base with a captivating trail. This vibrant Cologne is a celebration of summer that captures the sunshine and brightness of Haute-Provence.,,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Lavender (Provence)', 'Freesia', 'Musk', 'Marigold', 'Benzoin', 'Bergamot', 'Peach']"
lets-imagine,Chris Adams,This fragrance is for the artistic man who envisions the world like nothing we've ever imagined.,,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Lavender (Provence)', 'Cinnamon', 'Vanilla', 'Orange Blossom', 'Violet', 'Cedarwood', 'Musk', 'Patchouli', 'Sandalwood', 'Tonka Bean']"
floratta-amor-de-lavanda,O Boticário,Floratta Flor de Lavanda : a sophisticated and fascinating fragrance  perfect for spontaneous women.,,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Lavender (Provence)', 'Green Notes', 'Patchouli', 'Honeysuckle', 'Iris / Orris', 'Jasmine', 'Lily Of The Valley', 'Peony', 'Bergamot', 'Cedarwood', 'Mandarin', 'Musk', 'Sandalwood', 'Vanilla']"
blue-seduction-sparkling-aqua-for-women,Banderas,For her  a confident woman of nuance  the Blue Seduction Sparkling Aqua for Women fragrance is a breath of fresh air  shimmering and fully feminine. She is spontaneous and sensual  and the combined elegance of charisma of her presence is utterly unique.,Eau de Toilette,FLORAL,FRUITY,Floral Amber Fresher Fruity,"['White Flowers', 'Mandarin', 'Sandalwood', 'Apple', 'Peony', 'Bergamot', 'Blackcurrant', 'Jasmine', 'Lychee', 'Rose', 'Violet', 'Watery', 'Benzoin', 'Cedarwood', 'Musk', 'Patchouli', 'Pink Pepper', 'Tonka Bean']"
here-to-shine-1,Naomi Campbell,It’s time to “shine”  ladies! Here to Shine is a sensual fragrance that leaves a lasting impression at all times and gives its wearer self-confidence and courage.,,FLORAL,FRUITY,Floral Fresher Fruity,"['Lily Of The Valley', 'Pear', 'Sandalwood', 'Heliotrope', 'Violet', 'Bergamot', 'Cedarwood', 'Musk', 'Patchouli', 'Pink Pepper']"
glam-rouge-1,Naomi Campbell,Glam Rouge was inspired by one of Naomi's most coveted make-up looks her daring red glitter lips at the VMAs which became a breath-taking fashion 'moment' that instantly went global. She possesses a timeless glamour and confident presence every woman aspires to. She's that inspirational.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Citrus,"['Orange Blossom', 'Vanilla', 'Neroli', 'Orange', 'Jasmine', 'Ylang-ylang', 'Almond', 'Bergamot', 'Mandarin', 'Musk', 'Peach', 'Woody Notes']"
smoke-and-mirrors-1,Roos&Roos,You never forget the scent of the first man in your life  the scent of the pipe that Chantal's father sometimes smoked and is still in her memory.,Eau de Parfum,WOODY,WOODY,Dry Woods Classical,"['Oud / Agarwood', 'Honey', 'Tobacco Leaf', 'Amber', 'Myrrh', 'Tonka Bean', 'Cedarwood (Atlas)', 'Gourmand Accord', 'Musk', 'Osmanthus', 'Aromatic Notes']"
wonderful-intense,Adopt,Immerse yourself in the wonderful world of Wonderful Intense  the glittering eau de parfum with enchanting notes. Solar  floral  intense  it envelops your days with delicious and joyful notes.,,FLORAL,FLORAL,Floral Crisp White Flower,"['Tuberose', 'Peach', 'Coconut', 'Jasmine (India)', 'Pineapple']"
black-label-women-eau-legere,S.Oliver,Black Label Women Eau Légère brings freshness to the elegant business world embodied by the original. The wearer's careful and confident style is at once accentuated and refreshed. Despite all the energy and powerful accords  this fragrance also manages to retain its modern  simple elegance.,,FLORAL,CITRUS,Floral Crisp Citrus,"['Jasmine', 'Tangerine', 'Sandalwood', 'Lily Of The Valley', 'Violet', 'Rhubarb', 'Amber', 'Musk', 'Peach']"
rose-blush-2021,Jo Malone London,Delicate rose petals suspended in a delectable jelly. The charm of these blushing pink petals inspires a prised preserve.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose', 'Basil', 'Musk', 'Lychee', 'Amberwood', 'Geranium']"
purple-leather,Roos&Roos,"For Alexandra  the memorable smell of an old leather jacket  the homage to Prince  and the unforgettable song ""Purple Rain""  give birth to Purple Leather.",Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Leather', 'Oud / Agarwood', 'Saffron', 'Cedarwood', 'Ciste Labdanum', 'Sandalwood', 'Cypress', 'Bergamot', 'Cardamom', 'Cinnamon', 'Patchouli']"
selva-enigmatica-limited-edition-2023-2,Victorio & Lucchino,Delve into the depth of the jungle. Discover the brilliance of a refreshing watery accord that is illuminated by a powerful aromatic heart  while an exquisite combination of exotic and sensual woods brings personality and sophistication to the perfume.,Eau de Toilette,AROMATIC FOUGERE,WOODY,Aromatic Fougère Crisp Water,"['Lavender', 'Cedarwood', 'Juniper Berries', 'Patchouli', 'Watery', 'Geranium', 'Grapefruit', 'Lemon', 'Pink Pepper', 'Woody Ambery Note', 'Musk']"
boharas,La Manufacture,The wind of sand comes knocking on the wooden door of the Selman stud farm. Nestled in the heart of the most beautiful stable of the Kingdom of Morocco  BôHaras is inspired by this majestic place  full of elegance.,,LEATHER,WOODY,Dry Woods Classical,"['Leather', 'Amber', 'Cardamom']"
tokyo,Gallivant,"“I love travelling to Tokyo. I've been going there for over twenty years and I'm continually fascinated by the place  the people  the food  the style  the language the finesse  and attention to detail. What I am trying to evoke with this fragrance is that very special feeling of early morning in the city "" Nick Steward  Founder.",,WOODY,CITRUS,Woods Crisp Citrus,"['Sandalwood', 'Yuzu', 'Wasabi', 'Bergamot', 'Cedarwood', 'Hinoki Wood', 'Vetiver', 'Cardamom', 'Black Pepper', 'Amber', 'Incense / Olibanum', 'Iris / Orris', 'Nutmeg', 'Patchouli', 'Rose']"
rose-griotte,Les Parfums de Rosine,Rose Griotte is a fresh floral fragrance with light juicy and fruity inflections. Despite its freshness and lightness  the fragrance has a delicious  long-lasting trail.,,FLORAL,FRUITY,Floral Fresher Fruity,"['Cherry Blossom', 'Heliotrope', 'Pear', 'Osmanthus', 'Peony', 'Jasmine (Sambac)', 'Amber', 'Bergamot', 'Cedarwood', 'Musk', 'Pink Pepper', 'Tangerine']"
cannabis-patchouli-1,Dries Van Noten,"""In Dries world  antagonistic elements are combined to create surprise. This fragrance is like a light and dark olfactive pattern of fresh green leaves of clary sage aromatics rubbing against the woody leaves of patchouli ” Nicolas Bonneville  Perfumer.",Eau de Parfum,AROMATIC FOUGERE,CHYPRE,Aromatic Fougère Rich,"['Cannabis Accord', 'Patchouli', 'Clary Sage', 'Cedar leaf', 'Vetiver (Haiti)', 'Bergamot', 'Moss', 'Black Pepper', 'Cedarwood (Virginia)']"
