name,brand,detail,strong,cat1,cat2,wc,ingredients
xiii-la-treizieme-heure,Cartier,"""There are moments when everything can be transformed  when it is impossible to distinguish the real from the unreal. A matter of exact seduction  leather notes  an object of desire and a metamorphosis between shadow and light. It is time to breathe the emptiness and face the adventure. An exquisite vertigo of the unknown. Then  we are no longer able to distinguish true from false  night from day  and we surrender to the realm of the vague  the clear darkness of nature that makes everything unique and possible.",Eau de Parfum,LEATHER,WOODY,Dry Woods Classical,"['Leather', 'Mate', 'Narcissus', 'Birch', 'Bergamot', 'Patchouli', 'Vanilla']"
fleur-de-mate,Versace,Fleur de Maté is a concentration of magnetic energy of the darkest and most mysterious woods.,,WOODY,WOODY,Woods Classical,"['Mate', 'Cypriol / Nagarmota', 'Cedarwood (Atlas)', 'Ciste Labdanum', 'Incense / Olibanum', 'Patchouli']"
irish-leather,Memo,It's one of those icy  biting mornings. The sun scarcely manages to break through the heavy grey clouds. The air is crisp and dry  and the wind slips beneath my clothes. The Northwind whips the grass that sticks to my boots. I walk into the stable and swing open the wooden tack room doors. Its age-old odor stands out sharply in the frozen morning air. My horse whinnies softly. It's the smell of her freedom.,,LEATHER,WOODY,Dry Woods Classical,"['Leather', 'Mate', 'Juniper Berries', 'Birch', 'Iris / Orris', 'Flouve oil', 'Amber', 'Pink Pepper', 'Clary Sage', 'Tonka Bean']"
cologne-intense,Houbigant,A precious cologne with a classical structure enriched by modern elements. An olfactory journey from past to future that immediately conquers the senses with its refined freshness.,,CITRUS,CITRUS,Citrus Classical,"['Bergamot', 'Mate', 'Oakmoss', 'Lemon', 'Neroli', 'Incense / Olibanum', 'Jasmine', 'Amber', 'Ciste Labdanum', 'Lavender', 'Musk', 'Patchouli', 'Petitgrain', 'Pink Pepper', 'Tarragon']"
infinite-definitive-1,Laurent Mazzone,A hymn to nature  a moment suspended in time. The fragrance of serenity  a quest for the essential.,,FLORAL,GREEN,Floral Crisp Green,"['Gardenia', 'Blackcurrant Bud', 'Amber', 'Angelica', 'Galbanum', 'Juniper Berries', 'Pink Pepper', 'Fig']"
love-love-love-2,Agatha Ruiz de la Prada,Pale pink liquid makes us daydream romantically  while drops of the fragrance remind us of the most beautiful feeling in the world  feeling of love. In order to depict the magnificence of love  creators made top notes suggest fluffy feelings  heart notes to accentuate the core of love  while base notes warm the essence of the fragrance protecting it with a gentle and warm embrace.,Eau de Toilette,FLORAL,GREEN,Floral Fresher Green,"['Daisy', 'Blackcurrant Bud', 'Blackberry', 'Jasmine', 'Rose', 'Bergamot', 'Mandarin', 'Musk', 'Sandalwood']"
poppy-barley,Jo Malone London,Rich ripened poppies dancing in the wind. Flowers that come alive with colour blend with fruity notes. Cocooned by grains and softened by powdery notes in the base.,,FLORAL,GREEN,Floral Crisp Green,"['Barley', 'Poppy', 'Blackcurrant Bud', 'Violet', 'Rose', 'Fig', 'Bran', 'Musk']"
bamboo-franck-olivier-women,Franck Olivier,Sensual  intensive and sophisticated. This fragrance is an explosion of delightful notes and intoxicating scents. Wonderfully infused green leaves with berries fill our senses with wonder. The middle and base notes of this unique fragrance are but the promise of a floral journey where notes subtly combine with powerful scents.,,FLORAL,GREEN,Floral Crisp Green,"['Rose', 'Blackcurrant Bud', 'Cedarwood', 'Freesia', 'Ivy', 'Lily', 'Violet Leaves', 'Ylang-ylang', 'Musk', 'Vetiver']"
soleil-1,Fragonard,Soleil is a heady blend of flowers. An intensely radiant fragrance that irresistibly evokes the noontide southern sun. This is the great Fragonard classic.,,FLORAL,GREEN,Soft Floral Fresher Green,"['Lily', 'Blackcurrant Bud', 'Sandalwood', 'Freesia', 'Jasmine', 'Mimosa', 'Mock Orange', 'Orange Blossom', 'Wisteria', 'Ylang-ylang']"
laventure-blanche-1,Al Haramain,Clean and crisp like a diamond beam  it's a scent with a modern dream. L'Aventure Blanche is a new character; gracious and gleam. Fragrance projecting passion  playfulness and power  an irresistible combination of strength  sensuality and elegance; full of beauty  mystery and grace.,,CITRUS,FLORAL,Citrus Classical,"['Bergamot', 'Blackcurrant Bud', 'Lemon', 'Jasmine', 'Lavender', 'Sandalwood', 'Iris / Orris', 'Lily Of The Valley', 'Amber', 'Rose']"
allegresse,Cartier,Beautiful and joyful  the river quivers with delight as tuberose passes by. Leaf after leaf  the vivacious river flourishes  bathing in fresh citrus notes.,Eau de Parfum,FLORAL,GREEN,Floral Crisp Green,"['Tuberose', 'Blackcurrant Bud', 'Petitgrain', 'Bergamot']"
portrait-of-a-lady,Frédéric Malle,Consider the perfume as a portrait of its wearer: the sound of her voice  her gaze  the way she plays cards. At once timeless and contemporary  this fragrance speaks of her innate sophistication. A charm that emanates from within  boldly represented on the outside; an expressive portrait of modern grace.,Eau de Parfum,CHYPRE,AMBERY (ORIENTAL),Woody Amber Crisp Citrus Fruity,"['Patchouli', 'Blackcurrant Bud', 'Rose (Turkey)', 'Incense / Olibanum', 'Sandalwood', 'Cinnamon', 'Ciste Labdanum', 'Musk', 'Raspberry', 'Ambroxan (Ambergris)', 'Benzoin', 'Clove']"
tous-eau-de-toilette,Tous,Tous achieved to make true one of their dreams  the creation of a fragrance that was transmitting the same emotions than their jewellery designs: simplicity  clean lines  silver and brilliant tones.,Eau de Toilette,FLORAL,GREEN,Floral Fresher Green,"['Blackcurrant Bud', 'Jasmine (Sambac)', 'Musk', 'Peony', 'Rose', 'Gardenia', 'Iris / Orris', 'Bergamot', 'Coriander', 'Cedarwood (Atlas)']"
peace-love-juicy-couture,Juicy Couture,Girls adore peace  love and of course  couture! Now you can have it all in one scent. While reminiscing about the splendor of her beach escape  our lovely girl exclaimed  “This feeling must be bottled!” Inspired by earthly beauty and far-fetched things  the free spirited  hippy vibe of Malibu has been captured...,Eau de Parfum,CITRUS,GREEN,Green Crisp,"['Blackcurrant Bud', 'Patchouli', 'Jasmine (Sambac)', 'Lemon Blossom', 'Apple', 'Hyacinth', 'Honeysuckle', 'Iris / Orris', 'Linden Blossom', 'Magnolia', 'Musk', 'Poppy']"
little-sky-1,Little Marcel,"Little Marcel's Little Sky is a swirl of freshness and dizzying happiness. An anticyclone to moroseness. This is a ""feel good fragrance"" of stunning gaiety.",Eau de Toilette,FLORAL,FRUITY,Floral Fresher Fruity,"['Lily Of The Valley', 'Woody Notes', 'Blackcurrant Bud', 'Rose', 'Peach', 'Cedrat', 'Mandarin', 'Musk', 'Sandalwood']"
amazone,Hermès,Amazone. A woman riding side-saddle. Tender yet fiery. A spirited and cheerful fragrance.,,FLORAL,GREEN,Floral Crisp Green,"['Rose (Bulgaria)', 'Orange', 'Iris / Orris', 'Narcissus', 'Blackcurrant Bud', 'Jasmine', 'Ylang-ylang', 'Daffodil', 'Bergamot', 'Grapefruit', 'Lemon', 'Musk', 'Tangerine', 'Cedarwood', 'Ciste Labdanum', 'Peach', 'Raspberry', 'Sandalwood', 'Strawberry', 'Vetiver']"
incantation-1,Rouge Bunny Rouge,This darkly divine perfumed-potion strikes a soothing yet arresting beat on the skin. Though magnificently luring with a bright  engaging temperament  'Incantation' has a deep inky edge that should come with a warning. Follow this fragrant enchantress to a place of closely guarded secrets and succumb to the call of this aromatic adornment.,,WOODY,GREEN,Woods Fresher Green,"['Blackcurrant Bud', 'Beeswax', 'Cardamom', 'Cedarwood', 'Vetiver', 'Fig Leaf', 'Green Tea', 'Citruses', 'Coriander', 'Musk', 'Orange Blossom', 'Rose']"
eau-soleil-1,Biotherm,Capture the wonder and lightheartedness of summer with Biotherm's Eau Soleil.,Eau de Toilette,WOODY,GREEN,Woods Fresher Green,"['Sandalwood', 'Blackcurrant Bud', 'Fig', 'Lime', 'Musk', 'Orange', 'Tiare', 'Watery']"
cassis-rhubarbe-1,L'Occitane,Crumple the leaves of Cassis with both hands  crush one of these buds with his fingertips and immerse yourself in intoxicating fragrances.,,CITRUS,GREEN,Green Crisp,"['Rhubarb', 'Blackcurrant Bud', 'Geranium (Egypt)', 'Bergamot', 'Galbanum', 'Violet Leaves', 'Davana', 'Lavender', 'Woody Notes', 'Ambrox (Ambergris)']"
capelli-doro,Linari,Linari's Capelli d'Oro or (Golden Hair) is an irresistibly fresh fruity mixture creating an exquisite  long-lasting sensual feminine perfume.,Eau de Parfum,FLORAL,GREEN,Floral Crisp Green,"['Magnolia', 'Blackcurrant Bud', 'Musk', 'Jasmine', 'Rose (Turkey)', 'Bergamot', 'Grapefruit', 'Grapes (Muscat)', 'Cedarwood', 'Sandalwood']"
mimosa-austral,Première Note,Like a golden watercolour with light dabs that form small yellow and silky pompoms arranged in clusters. At the bottom of the rocky garden  the shimmering mimosa tree stretches out to embrace the spring.,Eau de Parfum,FLORAL,CITRUS,Floral Crisp Mimosa,"['Mimosa', 'Bergamot', 'Cedarwood', 'Acacia']"
mediterranean-honeysuckle-mimosa,Aerin,This fragrance evokes the sweetness of divine moments in the sun. A magical  rejuvenating escape.,,FLORAL,FLORAL,Floral Classical Bouquet,"['Honeysuckle', 'Mimosa', 'Moss', 'Orange Blossom', 'Rose Centifolia', 'Blackcurrant Bud', 'Tuberose', 'Bergamot', 'Grapefruit', 'Vetiver']"
velvet-mimosa-bloom-1,Dolce & Gabbana,Born from the Sicilian memories of Domenico Dolce  the pure scent of Mimosa has an unmistakable  graceful and persistent trail. A tribute to women in their simplicity and light.,,FLORAL,CITRUS,Floral Crisp Mimosa,"['Mimosa', 'Narcissus', 'Violet Leaves', 'Bergamot', 'Hedione (light Jasmine)', 'Mandarin', 'Neroli', 'Musk']"
sea-mimosa-1,Gas Bijoux,“Sea Mimosa” is born on the hills of the Riviera  where mimosas are called “sun of winter”. They offer a must-see spectacle in February: their golden bells resemble a golden firework. This new fragrance captures the essence of this magical moment when their scent is mingled to the Mediterranean sea breeze. Take a breathe  follow this intense floral and delicately iodized fragrance and its musky base.,,FLORAL,CITRUS,Soft Floral Fresher Citrus,"['Mimosa', 'Musk', 'Lemon Petitgrain (Leaves)', 'Bergamot', 'Almond Milk']"
mimosa-in-the-air-1,Veronique Gabai,February  and suddenly winter gives way to the first sign of summer. A thousand tiny yellow clouds of joy grow on trees and fill the sky with the promise of balmy  longer  softer days.,Eau de Parfum,FLORAL,CITRUS,Floral Crisp Mimosa,"['Mimosa', 'Floral Notes', 'Vetiver']"
herba-mimosa,Chloé,This tender  powdery fragrance echoes a memory from the perfumer's youth: the awakened senses and stirred emotions of discovering the mimosa blooming in the hills of Grasse when she was 20. Mimosa blossoms with powdery  woody  vegetal and luminous facets that lend fullness to the composition.,,FLORAL,GREEN,Soft Floral Fresher Green,"['Mimosa', 'Powdery Notes', 'Woody Notes', 'Flower Stems']"
mimosa-tanneron-1,Perris Monte Carlo,Mimosa Tanneron is an ode to tenderness  sweetness  and the sensations of blossoming love.,Eau de Parfum,FLORAL,CITRUS,Floral Crisp Mimosa,"['Mimosa', 'Hawthorn', 'Musk', 'Rose']"
infusion-de-mimosa-1,Prada,It is the scent of the tree in full bloom  perhaps in late summer in the south of France. Powdery  floral  with an almost tactile yellow velvet softness. Mimosa subverts the traditional interpretation of its main ingredient and gives it a new meaning. It is incredibly present and yet impossible to capture; a blend of the everyday and the imaginary.,Eau de Parfum,FLORAL,CITRUS,Floral Crisp Mimosa,"['Mimosa', 'Mandarin', 'Rose', 'Anise']"
flowerful-decadent-mimosa,Yardley,Decadent Mimosa is inspired by the sweet  rich sugar-spun aroma of Mimosa. It captures the feelings of a summer's day.,,FLORAL,ALDEHYDIC,Soft Floral Classical,"['Mimosa', 'Pink Pepper', 'Sandalwood', 'Iris / Orris', 'Lily Of The Valley', 'Violet', 'Mandarin', 'Musk', 'Pear', 'Vanilla']"
mimosa-indigo-1,Atelier Cologne,"It was three o'clock in the morning. She was on her way home in a taxi. Still in her purple dress  she looked beautiful. As she passed a jazz club  she could hear the music playing inside. She asked the driver to stop and pushed open the door. She slowly approached the musician sitting in the dark and said  ""This is MY music.",,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Mimosa (India)', 'Leather', 'Mandarin', 'Sandalwood (New Caledonia)', 'Lilac', 'Vanilla', 'Bergamot', 'Musk', 'Saffron']"
jasmine-white-moss,Estée Lauder,Fresh citrus blends with berries for a feeling of sparkling sophistication. The traditional signature green notes were also modernized with dewy leafy impressions  lightening the overall fragrance  adding a refined subtlety.,Eau de Parfum,CHYPRE,GREEN,Mossy Woods Fresher Green,"['Moss', 'Galbanum', 'Jasmine (Sambac)', 'Patchouli', 'Blackcurrant Bud', 'Birch Leaves', 'Basil', 'Bergamot', 'Cedarwood', 'Chamomile', 'Dill', 'Iris / Orris', 'Leatherwood', 'Mandarin', 'Marigold', 'Orange Blossom', 'Rose', 'Vetiver', 'Violet', 'Ylang-ylang', 'Broom', 'Jasmine (India)', 'Mimosa (India)', 'White Moss Mist']"
lilas-y-mimosas-1,Álvarez Gómez,A captivating and elegant perfume. There is nothing more moving and evocative than remembering wonderful walks through lilac and mimosa gardens. A unique  seductive and elegant fragrance.,,FLORAL,CITRUS,Soft Floral Fresher Citrus,"['Lilac', 'Neroli', 'Musk', 'Jasmine', 'Lily', 'Lily Of The Valley', 'Mimosa']"
morning-mimosa-1,Korres,Morning Mimosa is a delicious fragrance with sweet and sensual notes that will leave a seductive veil on the skin.,Eau de Toilette,CHYPRE,FLORAL,Mossy Woods Crisp White Flower,"['Mimosa', 'Patchouli', 'Rose', 'Grapefruit', 'Jasmine', 'Pineapple', 'Pink Pepper', 'Ylang-ylang', 'Musk', 'Tonka Bean']"
modest-mimosa-1,Vilhelm,"""The mimosa flower may be shy  but it's also widely regarded for its tenacity - it spreads it's grown as soon as it takes root. It reminds me of the Monarch butterfly  which also appears delicate but can fly 3 000 miles during migrations. There's a fascinating juxtaposition there that I was eager to explore "" Jan Ahlgren  Olfactive Director.",Eau de Parfum,FLORAL,CITRUS,Floral Crisp Mimosa,"['Mimosa', 'Neroli', 'Musk', 'Violet', 'Carrot', 'Leather']"
mimosa-cardamom,Jo Malone London,A new bohemia awaits. Mists of golden  honeyed mimosa float over the spicy splendour of freshly crushed cardamom. Creamy sandalwood and Tonka pulse beneath powdery heliotrope and Damascus rose picked at dawn. Warm  ethereal  mesmerising.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Cardamom', 'Mimosa', 'Tonka Bean', 'Heliotrope', 'Rose', 'Water Lily', 'Musk', 'Sandalwood', 'Violet Leaves']"
mimosa-cardamom-1,Jenny Glow,Mimosa & Cardamom is a sensual  addictive  and charismatic fragrance.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Cardamom', 'Mimosa', 'Tonka Bean']"
multilotus,Hermetica,Multilotus Eau de Parfum is inspired by the spiritual side of the Lotus Flower  a light green flower used as a gift to the gods in Sri Lanka.,Eau de Parfum,FLORAL,CITRUS,Floral Fresher Green,"['Lotus', 'Osmanthus', 'Bergamot', 'Floral Notes', 'Jasmine', 'Green Notes', 'Musk', 'Sandalwood']"
lotus-blanc,Acorelle,Like a veritable explosion of freshness  Lotus Blanc propels us into a scented sphere that is both invigorating and relaxing. An aquatic fragrance that appeals to both women and men and seduces with its timeless character.,Eau de Parfum,FLORAL,WATERY,Floral Crisp Water,"['Lotus', 'Mint', 'Seaweed / Algae', 'Jasmine', 'Magnolia', 'Water Lily', 'Bergamot', 'Lemongrass', 'Lime', 'Mandarin', 'Cedarwood', 'Hay', 'Patchouli', 'Clary Sage', 'Vanilla']"
lotus-flower,Demeter Fragrance Library,An exotic floral that is soft and powdery and in no way overwhelming  a very peaceful scent that still makes a statement.,,FLORAL,GREEN,Soft Floral Fresher Green,"['Lotus', 'Powdery Notes', 'Green Notes', 'Exotic Flower Accord']"
leau-par-kenzo-neo-edition-pour-femme-2019,Kenzo,Dive head-on into fresh or salt water  bathe in the blue of the sea  dance on the waves. With L'Eau Kenzo Neo Edition  summer sounds like aquatic freedom. On the water  under water  or in the water  nothing gets in the way of having fun!,,FLORAL,WATERY,Floral Fresher Fruity,"['Lotus', 'Peach', 'Frozen Mint', 'Watery', 'Woody Notes']"
tomo-for-her-lotus,Annayake,"""The fact that this flower blooms in water  even in troubled water  is  in my opinion  a magnificent metaphor of what could be an expression of feminine seduction: intriguing  discreet and elusive. I also like that Japanese culture has made the lotus the symbol of absolute beauty  purity and feminine sensuality."" - Henri Bergia  Perfumer",,FLORAL,ALDEHYDIC,Soft Floral Fresher Gourmand,"['Lotus', 'Caramel', 'Strawberry', 'Mandarin', 'Peach', 'Pear']"
lotus-by-jeremy-scott,Kokeshi Parfums,Kokeshis are Japanese dolls symbol of mood and personality. Our fragrance Lotus is a symbol of beauty. A bouquet of white flowers and water  it is filled with tenderness and smiles.,Eau de Toilette,FLORAL,WATERY,Floral Fresher Water,"['Freesia', 'Lotus', 'Woody Notes']"
leau-par-kenzo-pour-femme,Kenzo,A piece of stylised sensuous water in the movement for a pure  transparent  undulating bottle. A fresh  sensual eau  an aquatic floral built on three colorful harmonies: Frosted mint for clarity and amplitude  lotus flower for limpid transparency  and a touch of pink pepper to underscore these two notes with sensuality.,Eau de Toilette,FLORAL,WATERY,Floral Fresher Water,"['Lotus', 'Watery', 'Mint', 'Peach', 'Water Lily', 'Jasmine', 'Lilac', 'Mandarin', 'Belladonna', 'Carrot Seeds', 'Green Notes', 'Musk', 'Cedarwood']"
lotus,Acqua di Stresa,Floating soft petals  sunny lazy afternoons sitting on the border of a pool. Soaking legs and drinking frozen cocktails the long hot summer just passed me by.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Lotus', 'Cardamom', 'Sandalwood', 'Jasmine', 'White Tea', 'Lemon', 'Bamboo', 'Musk']"
802-pivoine-lotus-bambou-1,Bon Parfumeur,A very interesting addition to the sea of marine fragrances. An aquatic smooth leather  a rather novel combination but beautifully executed. Reminiscent of suede or really fine leather gloves.,,FLORAL,WATERY,Floral Fresher Water,"['Lotus', 'Osmanthus', 'Peony', 'Freesia', 'Rose', 'Violet', 'Musk', 'Blackcurrant Bud', 'Ambrette Seed']"
green-tea-lotus-2008,Elizabeth Arden,Delicate. Simple. Exotic. The fragrance experience that transports you to an exotic Japanese garden.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Mandarin', 'Birch', 'Green Tea', 'Cherry Blossom', 'Lotus', 'Osmanthus', 'Yuzu', 'Musk', 'Plum', 'Seaweed / Algae']"
kenzoki-shh-de-lotus-relaxant,Kenzo,A more fragrant formula and enhanced plant extract transforms Kenzo's Beneficial Waters collection into Perfumed Beneficial Waters: Shh. The scent is captured in this moisturizing mist. Its main ingredient  plant water  is rich in nutritive elements that are readily absorbed by the skin.,,FLORAL,CITRUS,Floral Crisp Citrus,"['Lotus', 'Powdery Notes']"
blooming-lotus-1,Avon,An uplifting burst of femine energy. This delicate floral scent is sure to ignite the senses  providing the ultimate in vitality.,,FLORAL,MUSK SKIN,Soft Floral Fresher Musk,"['Freesia', 'Lotus', 'Musk']"
lotus-pear-1,The 7 Virtues,A happy  flirty perfume with a lingering sweet freshness.,Eau de Parfum,FLORAL,FRUITY,Floral Fresher Fruity,"['Gardenia', 'Lotus', 'Pear', 'Jasmine', 'Orange Blossom', 'Rose', 'Peach', 'Geranium (Egypt)']"
fig-lotus-flower-1,Jo Malone London,Luscious lotus flowers skim the surface of a shimmering pond in the ancient Hanging Gardens. Their delicate water-splashed petals glide down the shaded walkways  sweeping over the plump  juicy figs that punctuate the bountiful trees. This light floral fragrance captures the essence of a luxuriant landscape.,,WOODY,GREEN,Woods Fresher Green,"['Vetiver', 'Fig Leaf', 'Fig', 'Lotus', 'Grapefruit', 'Musk', 'Neroli']"
radikal-lotus-1,Laurent Mazzone,The purest heart of the Radikal line is made out of this  the quintessence of Lotus  the sacred and divine.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Lotus', 'Amber', 'Vanilla', 'Rose', 'Jasmine (India)', 'Freesia', 'Guava', 'Patchouli', 'Saffron']"
voyage-fijian-water-lotus,The Body Shop,A delicate and unique scent with sheer floral accords and aquatic highlights for a breeze of fragrance straight from the Pacific.,,FLORAL,WATERY,Floral Fresher Water,"['Lotus', 'Gardenia', 'Rose', 'Sea Breeze', 'Litsea Cubeba', 'Mandarin', 'Musk']"
lyrd-coastal-lotus,Avon,Be swept away with Lyrd Coastal Lotus. A scent inspired by carefree  sun-drenched days set along blissful coastal shores.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Gardenia', 'Lotus', 'Mandarin', 'Frangipani', 'Lemon', 'Driftwood', 'Mango', 'Marine', 'Musk']"
vivanel-lotus-rose-1,Vivian Gray,Vivian Gray Vivanel Lotus & Rose transports you to an enchanting oriental garden full of blooming flowers.,,FLORAL,FLORAL,Floral Crisp Rose,"['Lotus', 'Rose', 'Woody Notes']"
lotus-du-nil,Vivinevo,Shenglian Youxiang  the goddess of water. Green leaf floating reveals the mystery of the Nile. Slightly fragrant  the sensual enjoyment of the soul cleansing,,FLORAL,CITRUS,Floral Fresher Citrus,"['Lotus', 'Lemon', 'Cedarwood', 'Iris / Orris', 'Jasmine', 'Lily Of The Valley', 'Bergamot', 'Tangerine', 'Amber', 'Musk', 'Sandalwood', 'Honeydew Melon']"
pure-grace-nude-rose-eau-de-parfum-1,Philosophy,Effortless  sensual and warm. Pure Grace Nude Rose Eau de Parfum is a rich  warm and longer lasting version of our effortless  ethereal fragrance.,Eau de Parfum,FLORAL,ALDEHYDIC,Soft Floral Crisp Green,"['Rose Centifolia', 'Dew Drop', 'Musk', 'Orange Blossom', 'Rose Petal', 'Bergamot', 'Neroli', 'Cedarwood', 'Ambrox (Ambergris)']"
spessa,Filippo Sorcinelli,Nebbia's Spessa (deep) in the invisible sea where we sail  mixing instant fear and convulsive pleasure  between salt revulsion and pleasure  moving the border of the never stopping and floating one's self. Suffocated by a dull and far away sound that changes and suffers  enjoys and dies  and born again always remaining a bit high and suspended.,,AROMATIC FOUGERE,WATERY,Water Crisp,"['Dew Drop', 'Watery', 'Moss', 'Sea Water']"
zefiro-venezia-1,Officine del Profumo,Zefiro Venice opens with the tenderness of white flowers  a symbol of early feelings  which give way to the passion of the rose  an emblem of the most tenacious love.,,FLORAL,FLORAL,Floral Crisp White Flower,"['White Flowers', 'Dew Drop', 'Cedarwood', 'Rose', 'Rhubarb', 'Cashmeran (Woody musky)', 'Musk']"
magnolia-en-fleurs-1,Avon,This elegant narrative balances the charming with the enchanting. Magnolia captures the magic of magnolias blooming at dawn to evoke the signature modern elegance of the Avon woman.,Eau de Parfum,FLORAL,GREEN,Floral Crisp Green,"['Magnolia', 'Dew Drop', 'Musk', 'Gardenia', 'Jasmine', 'Bergamot', 'Pink Pepper', 'Moss', 'Sandalwood']"
sublime-nature-tuberose,Oriflame,Glistening white petals wet with crystalline drops of morning dew. A floral bouquet of precious ethically harvested tuberose awakened by the delicate touch of morning sunlight. A magical and extraordinary moment to treasure.,,FLORAL,FLORAL,Floral Crisp Tuberose,"['Tuberose', 'Dew Drop', 'Tonka Bean', 'Floral Notes', 'Sandalwood']"
rose-gipsy,Dior,Rose Gipsy is a fragrance whose name conveys the image of a dancing rose with swirls of petals unfurled like a fabulous dress. A delicate and poetic olfactory creation  in which the rose reveals its identity before being gathered at the height of its refinement and perfection.,,FLORAL,FLORAL,Floral Crisp Rose,"['Palisander Rosewood', 'Rose (Grasse)', 'Dew Drop', 'Rose']"
gelsomino-nobile-2,Officine del Profumo,Gelsomino Nobile is an elegant and delicate fragrance  the essence of femininity that seduces with the grace of a white bouquet.,,FLORAL,ALDEHYDIC,Soft Floral Crisp White Flower,"['Jasmine', 'Powdery Notes', 'Dew Drop', 'Cyclamen', 'Heliotrope', 'Lily Of The Valley', 'Tuberose', 'Violet', 'Apricot', 'Bergamot', 'Grapefruit', 'Red Berries', 'Almond', 'Amber', 'Green Notes', 'Musk', 'Neroli', 'Patchouli', 'Vanilla']"
incandessence-lumiere-1,Avon,Brilliant  luminous  and utterly radiant. Incandescence Lumiere is a mysterious blend of dewy florals  sun-warmed  and pure with exotic accords.,,FLORAL,FLORAL,Floral Crisp White Flower,"['Orchid', 'Dew Drop', 'Woody Notes', 'Lily Of The Valley', 'Peony', 'Tulip']"
transcendent,Catherine Malandrino,Transcendent is blended with notes that truly transcendent your senses. Sophistication and beauty bottled to perfection.,,FLORAL,FRUITY,Soft Floral Fresher Fruity,"['Heliotrope', 'Dew Drop', 'Woody Notes', 'Jasmine', 'Rose', 'Fruity Notes', 'Cashmeran (Woody musky)', 'Orange', 'Sandalwood', 'Green Watery Accord']"
bamboo-rose,Aerin,Kyoto's stunning moss gardens and Arashiyama bamboo grove were the inspiration for Bamboo Rose  a perfect everyday scent.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose', 'Dew Drop', 'Amber', 'Jasmine', 'Rose (Bulgaria)', 'Rose Centifolia', 'Bergamot', 'Mandarin Orange Blossom', 'Leaves', 'Musk', 'Pink Pepper']"
dont-leave-me-alone,Assassina,Don't Leave Me Alone evokes the scent of magnolia after the rain  washed spotlessly  without any aggressiveness  accompanied by the faint fragrance of lemon  which entered the heart and spleen. The mind gradually relaxed  revealing a gentle disposition again.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Magnolia', 'Dew Drop', 'Sandalwood', 'Orange Blossom', 'Bergamot', 'Lemon', 'Amber', 'Musk', 'Clary Sage', 'Magnolia Leaves']"
magnolia-5,Commodity,"""I was inspired by the majestic beauty of southern charm when magnolias are in full bloom. On my trips to Charleston  Savannah and New Orleans  seeing for the first time the beauty of the magnolia tree in full bloom left a lasting impression on me with its striking character and unmistakable fragrance. The sun-drenched petals of the magnolia blossom left a magnificent reminder of how the sweet scent of spring lingers in the air from dawn to dusk evoking a clean freshness "" Donna Ramanauskas  Master Perfumer.",Eau de Parfum,FLORAL,CITRUS,Floral Crisp Magnolia,"['Magnolia', 'Dew Drop', 'Musk', 'Water Lily', 'Grapefruit', 'Rose', 'Violet', 'Ylang-ylang', 'Eucalyptus', 'Amber', 'Geranium', 'Oakmoss', 'Sandalwood', 'Vanilla']"
waterlily-sun,Aerin,"""Inspired by the waterlilies of the garden of Giverny  Waterlily Sun reflects the tranquillity of a peaceful place: quiet  warm with sunshine  and filled with beautiful greens "" Aerin Lauder  Founder.",Eau de Parfum,FLORAL,WATERY,Floral Fresher Water,"['Water Lily', 'Dew Drop', 'Musk', 'Gardenia', 'Jasmine (Sambac)', 'Watery', 'Bergamot', 'Guaiac Wood']"
alchimie-du-matin,Rancé 1795,Alchimie du Matin takes us to a springtime morning  among dewdrops and ethereal flowers. A dreamy wave of genderless charm.,,FLORAL,CITRUS,Floral Fresher Green,"['Lily Of The Valley', 'Dew Drop', 'Woody Notes', 'Gardenia', 'Magnolia', 'Jasmine (Grandiflorum)', 'Bergamot', 'Lemon', 'Ambroxan (Ambergris)', 'Musk', 'Pink Pepper']"
lily-eau-de-toilette,Floris,Lily takes inspiration from the history and rich folklore of the lily of the valley  cultivated for over 400 years and a symbol of rebirth  purity  love and happiness.,,FLORAL,CITRUS,Floral Fresher Lily of the Valley,"['Lily Of The Valley', 'Dew Drop', 'Musk', 'Ylang-ylang', 'Rose (Bulgaria)', 'White Tea', 'Jasmine (Egypt)', 'Cedarwood']"
early-roses,Téo Cabanel,Early RosesA light and subtle floral fragrance. Close your eyes and imagine yourself strolling peacefully through a rose garden still bathed in delicate morning dew. A very refined fragrance with a fine elegance.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose', 'Rose (Bulgaria)', 'Dew Drop', 'Jasmine', 'Red Berries', 'Amber', 'Musk', 'Pink Pepper', 'Woody Notes']"
