name,brand,detail,strong,cat1,cat2,wc,ingredients
muse-3,Xerjoff,Committed to using the finest and rarest materials  Italian luxury perfume house Xerjoff artfully combines traditional craftsmanship with contemporary creativity.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Jasmine', 'Amber', 'Leather', 'Ciste Labdanum', 'Floral Notes', 'Benzoin', 'Davana', 'Patchouli', 'Plum', 'Raspberry']"
reverie-de-bergamote-1,Miller Harris,Bright and quiet mornings  life breathing music in the air.,,CITRUS,CITRUS,Citrus Classical,"['Bergamot', 'Rosemary', 'Moss', 'Orange', 'Tangerine', 'Geranium', 'Lavender', 'Leather', 'Artemisia', 'Basil', 'Patchouli', 'Sandalwood', 'Vetiver']"
black-datura-2023,Miller Harris,Originally launched as a Limited Edition  this mesmerising scent was inspired by the datura  also called moonflower  a flower that opens in the evening. Black Datura leaves you feeling powerful and elegant  ready for the night to unfold  wherever it may take you.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Rich,"['Datura', 'Amber', 'Lily', 'Pink Pepper', 'Tuberose', 'Ylang-ylang', 'Amyris', 'Ciste Labdanum', 'Incense / Olibanum', 'Musk', 'Myrrh', 'Balsam (Peru)', 'Cedarwood (China)', 'Vetiver (Haiti)']"
like-a-first-day-in-spring-1,Essence,Essence Like A First Day In Spring - warm rays of sunshine on the skin  the fresh scent of flowers in the air. It's finally time to go outside - you feel so alive!,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Citrus,"['Rose', 'Vanilla', 'Dewberry', 'Orange', 'Pineapple', 'Tangerine', 'Musk', 'Praline', 'Sandalwood']"
exquisite-lily,J. Del Pozo,“The luxury winding of flowers with an oriental burst of sensuality ” Emilie Bouge  Perfumer.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Lily', 'Saffron', 'Cedarwood', 'Lychee', 'Rose', 'Papyrus']"
uden-overdose,Xerjoff,Capturing the moment when the waves come crashing over the coastline  their blueness melting with the rocks  turning into foam  and returning to the sea.,Eau de Parfum,AMBERY (ORIENTAL),CITRUS,Amber Fresher Citrus,"['Amber', 'Bergamot', 'Ginger', 'Vanilla', 'Lemon', 'Coffee', 'Musk', 'Tobacco Blossom']"
oud-safran,La Closerie des Parfums,A powerful  vibrant  and explosive fragrance. The saffron from Greece  with woody and subtle leather notes  brings elegance and character to the oud. A fragrance with a thousand smoky scents enhanced by the smoothness of the rose.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Saffron', 'Cedarwood', 'Sandalwood', 'Ciste Labdanum', 'Cypriol / Nagarmota', 'Musk', 'Patchouli', 'Rose']"
caline-tender-moments-2010-1,Grès,Reminiscent of morning blooms and delicate freshness.,,FLORAL,CITRUS,Floral Fresher White Flower,"['Freesia', 'Lychee', 'Musk', 'Jasmine', 'Lily Of The Valley', 'Grapefruit', 'Cedarwood', 'Red Berries', 'Sandalwood', 'Vanilla', 'Blackcurrant Bud']"
young-man-sea-sun,IKKS,A wave of freshness by the beach! The salty ocean air heats up step by step and diffuses aromatic marine notes  making for a spontaneous and passionate scent.,Eau de Toilette,AROMATIC FOUGERE,WATERY,Aromatic Fougère Fresher Water,"['Aromatic Notes', 'Marine', 'Sea Water', 'Lavender', 'Mint', 'Rosemary', 'Clary Sage', 'Amber', 'Cashmeran (Woody musky)', 'Cedarwood', 'Grapefruit', 'Musk', 'Sandalwood', 'Tangerine']"
ithaka,Mendittorosa,Ithaka is part of Mendittorosa's olfactory trilogy  which explores the relationship between poetry and perfumery.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Incense / Olibanum', 'Ciste Labdanum', 'Bergamot', 'Cypriol / Nagarmota', 'Cedarwood (Virginia)', 'Benzoin', 'Magnolia', 'Resins', 'Patchouli']"
patchouli-cannelle,La Closerie des Parfums,A cosy  sensual moment like an olfactory caress. A comforting fragrance  as luxurious as skin  that warms both skin and mind.,,AMBERY (ORIENTAL),FLORAL,Soft Amber Classical,"['Cinnamon', 'Patchouli', 'Vanilla', 'Incense / Olibanum', 'Myrrh', 'Rose', 'Clove', 'Sandalwood', 'Ambergris', 'Bergamot', 'Cedarwood', 'Musk']"
love-1,Engelsrufer,The heavenly  feminine LOVE fragrance is inspired by the unique feeling of angels. Soft as a first bud  or ever-present.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Lily Of The Valley', 'Peach', 'Amber', 'Iris / Orris', 'Jasmine', 'Mandarin', 'Pink Pepper', 'Cedarwood', 'Musk', 'Sandalwood']"
bois-velours-1,Estéban,The burning kisses of the glowing red sun sting the steppes with hints of dry  hot wood. As the day fades  round notes of leather and flowers fill the air. Whoever then ventures into this forest of brush catches a glimpse of the captive richness of the roots  the velvety depths of this wild land.,Eau de Toilette,LEATHER,WOODY,Dry Woods Classical,"['Leather', 'Vetiver', 'Nutmeg', 'Sandalwood', 'Cedarwood', 'Floral Notes', 'Patchouli', 'Amber', 'Cannabis Accord', 'Pepper']"
vivid-velvet,J. Del Pozo,“This nectar of flowers settles on the skin like an ambery flutter ” Emilie Bouge  Perfumer.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Jasmine', 'Exotic Fruits', 'Brown Sugar', 'Blood Orange', 'Ambergris', 'Moss']"
muse-4,Sospiro,Muse is a gift to women who love all that is beautiful and rare. A sign of modern femininity  delicate notes of white Mediterranean flowers come together with character-defining leather and amber to create an intoxicating scent.,,LEATHER,CITRUS,Dry Woods Crisp White Flower,"['Leather', 'Amber', 'Davana', 'Floral Notes', 'Plum', 'Ciste Labdanum', 'Jasmine', 'Patchouli', 'Raspberry', 'Balsamic Notes']"
baiser-de-neiges,Lise Watier,Sparkling and seductive  the Baiser de Neiges woman flirts with retro looks and always knows how to marry creativity and confidence. Her fragrance? It is perfectly aligned to her personality. An undeniably feminine fragrance  deliberately funny to embrace and fully enjoy life.,Eau de Toilette,FLORAL,CITRUS,Floral Fresher Green,"['Lily Of The Valley', 'Tangerine', 'Cedarwood', 'Jasmine', 'Ambergris', 'Musk', 'Pink Pepper', 'Sandalwood']"
like-hugs-kisses,Essence,This is what a date with your favourite fragrance should be like. This fragrance is super fun and makes you feel like you're in love  like hugs & kisses.,,FLORAL,FRUITY,Floral Fresher Fruity,"['Floral Notes', 'Fruity Notes', 'Sensual Accord']"
vixi,Trudon Parfums,Vixi is like a flow of life filled with clarity  an exploration of inner light.,,AROMATIC FOUGERE,GREEN,Aromatic Fougère Crisp Green,"['Petitgrain', 'Clary Sage', 'Sandalwood', 'Cardamom', 'Cedarwood', 'Jasmine']"
dream-ceu-de-baunilha-1,O Boticário,Dream Ceu De Baunilha invites you to give free rein to your imagination and make life much more enjoyable. Imagine a place where all your sweet dreams can come true. Here you are free to dream whatever you want. A world where indulgence is allowed without any judgement.,,AMBERY (ORIENTAL),GOURMAND,Amber Crisp Gourmand,"['Apricot', 'Maltol (Praline)', 'Cashmeran (Woody musky)', 'Amber', 'Lemon', 'Pink Pepper', 'Hot Milk', 'Dried Fruits', 'Musk', 'Solar Notes']"
sabha-wa-oud,Rihanah,Sab'ha Wa Oud was created to make one's soul dance in pure joy  embodying inspiring love.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Oud / Agarwood', 'Amber', 'Saffron', 'Maltol (Praline)', 'Patchouli', 'Vanilla', 'Allspice', 'Rose']"
oud-d-arabie-2,Tom Louis,Oud d'Arabie is a seductive and romantic fragrance.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Oud / Agarwood', 'Vanilla', 'Saffron', 'Maltol (Praline)', 'Jasmine', 'Moss', 'Rose']"
raneen-al-jawahar-2,Asgharali,An enticing  captivating scent with light and refreshing accords.,,CHYPRE,GOURMAND,Mossy Woods Crisp Gourmand,"['Patchouli', 'Maltol (Praline)', 'Rose', 'Benzoin', 'Bergamot', 'Ciste Labdanum', 'Amber', 'Jasmine', 'Orange Blossom', 'Vanilla', 'Cocktail']"
stamina-for-women-1,Avon,Avon Stamina and it's sensual aroma carries you away to a charming oriental garden full of flowers in bloom.,,FLORAL,FLORAL,Floral Crisp Gourmand,"['Peony', 'Raspberry', 'Maltol (Praline)', 'Jasmine', 'Lily Of The Valley', 'Rose', 'Orange', 'Pear', 'Red Berries', 'Strawberry', 'Musk', 'Vanilla']"
possess,Oriflame,Timeless  sparkling yet intensely seductive  Possess Eau de Parfum embodies the provocative allure of Cleopatra  whose legendary powers of seduction brought Mark Antony to his knees. Laced with intoxicatingly tempting notes of ylang ylang  this sexy  luminous fragrance leaves no one indifferent as it casts a hypnotic spell of attraction.,,CHYPRE,CITRUS,Mossy Woods Crisp Citrus,"['Orange', 'Orange Blossom', 'Ylang-ylang', 'Mandarin', 'Patchouli', 'Red Berries', 'Maltol (Praline)', 'Rose', 'Vanilla']"
khashab-al-oud-hindi,Rihanah,Khashab Al Oud Hindi strikes your emotions and quickly changes to delight.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Oud / Agarwood', 'Amber', 'Allspice', 'Maltol (Praline)', 'Patchouli', 'Vanilla', 'Rose', 'Saffron']"
frutas-tropicais-1,Natura,A light and fruity fragrance that brings vibrant notes of tropical fruits  surrounded by the freshness of pitanga.,,FLORAL,FRUITY,Fruity Crisp,"['Cherry', 'Freesia', 'Maltol (Praline)', 'Apple', 'Jasmine', 'Lily Of The Valley', 'Passion Fruit', 'Pear', 'Pineapple', 'Coconut Milk', 'Bergamot', 'Grapefruit', 'Lemon', 'Orange', 'Spearmint', 'Amber', 'Cedarwood', 'Musk', 'Sandalwood']"
pink-gold-eau-de-parfum,Victoria's Secret,A deliciously playful perfume that will turn heads wherever you go. This perfume may seem sweet and innocent  but beware! It is dynamic.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Melon', 'Watermelon', 'Musk', 'Vanilla', 'Amber', 'Dry Woods', 'Maltol (Praline)']"
vip-oud,Rihanah,Take a moment to engage in a truly stunning sensory experience with VIP Oud.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Gourmand,"['Oud / Agarwood', 'Amber', 'Maltol (Praline)', 'Rose', 'Saffron', 'Musk']"
humor-liberta,Natura,Inspired by the potential for transformation and the free spirit of a generation that does not give up being happy in its own skin  Humor Liberta offers a light and fluid way to wear perfume  with vibrant notes of freedom.,,WOODY,FRUITY,Woods Crisp Fruity,"['Apple', 'Lily Of The Valley', 'Patchouli', 'Ambroxan (Ambergris)', 'Cedarwood', 'Vetiver', 'Bergamot', 'Pink Pepper', 'Copahu Balm / Copaïba', 'Geranium', 'Iris / Orris', 'Jasmine', 'Maltol (Praline)', 'Musk', 'Suede']"
andaluiza,J.U.S,Andaluiza is a dive into a thousand-year-old Andalusian garden that delights all five senses and creates a link between the East and the West.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Citrus,"['Coumarin (Tonka Bean note)', 'Iso E Super (Cedarwood Note)', 'Ciste Labdanum', 'Ambergris', 'Ambroxan (Ambergris)', 'Cashmeran (Woody musky)', 'Cypriol / Nagarmota', 'Cedarwood (Atlas)', 'Vetiver (Bourbon)', 'Amber', 'Bergamot', 'Fir Balsam', 'Mandarin', 'Pink Pepper', 'Pomegranate', 'Saffron', 'Blackcurrant Bud', 'Vanillin (Vanilla note)', 'Tonkalactone', 'Hedione (light Jasmine)', 'Maltol (Praline)', 'Patchouli', 'Damascenone (Apple Rosy note)']"
rose-somptueuse,Avon,An exquisite fragrance  full of energy and joy.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Rose Centifolia', 'Vanilla', 'Pomegranate', 'Cocoa Flower', 'Amber', 'Grapefruit', 'Raspberry', 'Rhubarb', 'Tonka Bean']"
dillo-alla-luna-1,Uermi,Chic  intimate  contrasting. The essence of elegance  a secret whispered under the moonlight.,,WOODY,CITRUS,Woods Fresher Citrus,"['Vetiver (Haiti)', 'Juniper Berries', 'Black Pepper', 'Ambrocenide (Woody ambery)', 'Ambroxan (Ambergris)', 'Guaiac Wood', 'Ambrostar (Woody Ambery)', 'Bergamot', 'Grapefruit', 'Lemon', 'Amarocit (Grapefruit Note)', 'Amber', 'Cardamom', 'Cypress', 'Lavender', 'Pink Pepper', 'Rosemary', 'Clary Sage', 'Longoza']"
les-fleurs-de-lanvin-sunny-magnolia-1,Lanvin,A luminous fragrance with an bright  energising sillage.,,FLORAL,FRUITY,Floral Fresher Fruity,"['Magnolia', 'Apricot', 'Musk', 'Jasmine', 'Osmanthus (China)', 'Peach', 'Mandarin', 'Vanilla']"
les-fleurs-de-lanvin-water-lily,Lanvin,A delicate scent with a soothing  romantic sillage.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Water Lily', 'Grapefruit', 'Musk', 'Jasmine', 'Lily Of The Valley', 'Cedarwood', 'Pomegranate', 'Sandalwood']"
essencial-masculino-ato,Natura,The exuberance of the Pau-Brasil flower in a golden and luminous accord  intensified by the surprising encounter with Priprioca  a precious Amazonian root.,,WOODY,FRUITY,Woods Crisp Fruity,"['Guaiac Wood', 'Priprioca', 'Paubrasilia Flower', 'Cedarwood', 'Sandalwood', 'Vetiver', 'Bergamot', 'Cardamom', 'Orange', 'Pataqueira', 'Black Pepper', 'Watery', 'Amber', 'Lily Of The Valley', 'Moss', 'Musk', 'Orange Blossom', 'Osmanthus', 'Solar Notes', 'Jasmine (Sambac)']"
build-your-self,Armand Basi,Build Your-Self was created for people who think that individuality is a reinterpretation of uniqueness.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Orange Blossom', 'Bergamot', 'Patchouli', 'Lily Of The Valley', 'Apple', 'Tangerine', 'Vanilla', 'Musk', 'Play-Doh']"
ambre-cello,L'Orchestre Parfum,This mystical scent evokes the story of a nomad  a genius virtuoso. Divine cello notes. Unspeakable magic. Lyrical and silky amber scents floating in the desert.,,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Tonka Bean', 'Balsamic Notes', 'Bergamot', 'Myrrh', 'Benzoin', 'Vanilla']"
liqueur-bpm,L'Orchestre Parfum,A tribute to artificial paradises  an infinite source of inspiration for accursed poets of yesterday and today.,,LEATHER,GOURMAND,Dry Woods Crisp Gourmand,"['Leather', 'Aromatic Notes', 'Tobacco Accord', 'Pear', 'Cashmeran (Woody musky)', 'Patchouli', 'Vanilla (Madagascar)', 'Woody Ambery Note']"
walking-in-porta-venezia,Trussardi,Imagine you are wandering in the gardens of Porta Venezia  the first public park in Milan  under the effect of the so-called Fée Verte  the green fairy: absinthe. In this scent  the herbal liqueur becomes the key for exploring all the secrets of nature  both its dark side and its luminous aspects. The result is a fragrance that is exhilarating yet dangerous: two forbidden drops hidden amongst woods and flowers.,,WOODY,GREEN,Woods Crisp Green,"['Cedarwood', 'Violet Leaves', 'Artemisia', 'Lemon', 'Star Anise', 'Black Pepper', 'Fir Balsam', 'Geranium', 'Patchouli', 'Wormwood', 'Vanilla (Bourbon)']"
the-rose-1,Thameen,The Rose is the perfect summer elixir.,,FLORAL,FLORAL,Floral Classical Rose,"['Rose (Bulgaria)', 'Osmanthus', 'Patchouli', 'Cedarwood', 'Geranium', 'Bergamot', 'Saffron', 'Vetiver', 'Ambrox (Ambergris)']"
black-suede-secret-1,Avon,This fragrance is your confidence boost to reveal your secret seductive side.,,LEATHER,CITRUS,Dry Woods Crisp,"['Leather', 'Red Apple', 'Tonkalactone', 'Grapefruit', 'Black Pepper', 'Cardamom', 'Lavender', 'Rose', 'Vetiver']"
cristal-deau,Repetto,A composition as fresh and airy as a pure breath.,Eau de Toilette,FLORAL,WATERY,Floral Fresher Water,"['Iris / Orris', 'Musk', 'Green Apple', 'Jasmine', 'Lily Of The Valley', 'Amber', 'Bergamot', 'Mandarin', 'Woody Notes']"
dove-lacqua-e-piu-blu-1,Uermi,Elegant  intimate  contrasting. This scent evokes the essence of elegance  a secret whispered under the moonlight.,,FLORAL,WATERY,Floral Crisp Water,"['Lily Of The Valley', 'Bergamot', 'Marine', 'Linalool (Floral Note)', 'Sea Daffodil', 'Ginger', 'Lemon', 'Mandarin', 'Orange', 'Seaweed / Algae', 'Cedarwood', 'Musk', 'Patchouli']"
dirty-rose,Heretic,Not your traditional rose perfume  Dirty Rose shows the naughty side of this classic floral. Created for the romantics and the heart breakers  the classics and the rule benders  this is a rose perfume you could run away with.,Eau de Parfum,FLORAL,FLORAL,Floral Crisp Rose,"['Rose Damascena', 'Pink Pepper', 'Apricot', 'Rose (Grasse)', 'Linalool (Floral Note)', 'Bergamot', 'Clove', 'Geranium', 'Lemon', 'Blackcurrant', 'Marigold']"
spicydelice,J.U.S,"""Spicydelice is a homage to my grandmother from Algeria  who knew how to convey the richness of our heritage through her generously spiced cuisine "" Marine Ipert  Perfumer.",,AMBERY (ORIENTAL),SPICY,Soft Amber Fresher Citrus,"['Ciste Labdanum', 'Cinnamon', 'Muscenone (Musk)', 'Coumarin (Tonka Bean note)', 'Elemi', 'Incense / Olibanum', 'Tonka Bean', 'Vanilla (Bourbon)', 'Vanillin (Vanilla note)', 'Cardamom', 'Clove', 'Nutmeg', 'Black Pepper', 'Ginger (Madagascar)', 'Bergamot', 'Cashmeran (Woody musky)', 'Cypriol / Nagarmota', 'Davana', 'Hedione (light Jasmine)', 'Iso E Super (Cedarwood Note)', 'Maltol (Praline)', 'Mandarin', 'Patchouli', 'Red Berries', 'Sandalwood', 'Violet', 'Cedarwood (Virginia)', 'Vetiver (Bourbon)', 'Linalool (Floral Note)', 'Ambrostar (Woody Ambery)', 'Damascenone (Apple Rosy note)']"
magnetic-kiss,NafNaf,Magnetic Kiss is an ode to feminine sensuality: addictive  playful and hypnotic  it deploys its aura in all its intensity.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Fruity,"['Jasmine', 'Pear', 'Pistachio', 'Iris / Orris', 'Orange Blossom', 'Vanilla']"
spicy-galanga,Neo Cologne,A cologne infused with sparkling  spicy galangal  contrasted by the softly spicy note of ginger flower. Dry woods add sensuality to the base notes.,,WOODY,WOODY,Woods Classical,"['Cedarwood (Virginia)', 'Ginger Flower', 'Ginger']"
se-blazing-warmth,Oriflame,Bask in the warmth of new beginnings with this vibrantly intense fragrance. Reminiscent of blazing fires  the scent surges with optimism and joy  capturing the blooming sensations of bright dreams. Luminous and contrasted  an unexpected experience awaits.,,WOODY,CITRUS,Woods Crisp Citrus,"['Orange', 'Birch', 'Tansy', 'Amberwood', 'Ozonic Notes', 'Green Apple', 'Artemisia', 'Jasmine', 'Pine Needles']"
se-wild-hearts,Oriflame,Feel the freedom of a wild wind touching your heart with.SE Wild Hearts. Inspired by cool  misty lakes  this delicately addictive fragrance exhilarates your senses with true emotions that catapult straight to your heart. An intense calling beats inside  ready to release newfound freedom.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Citrus,"['Jasmine', 'Grapefruit', 'Rosemary', 'Lily Of The Valley', 'Tonka Bean', 'Green Notes', 'Marine', 'Musk', 'Patchouli', 'Cicely']"
mandarina-duck-for-her-1,Mandarina Duck,Mandarina Duck's for Her and for Him traces an authentic generational identikit  where HE and SHE become THEY  a group of people united not only by age  but also through shared values and aspirations. They don't believe that an open mind is a skull fracture. They are ironic  active and great travellers  able to enjoy life and concerned about the fate of the planet.,,FLORAL,FRUITY,Floral Crisp Fruity,"['Peony', 'Red Currant', 'Amber', 'Jasmine', 'Mimosa', 'Orange', 'Pink Pepper', 'Cedarwood', 'Musk']"
supreme-desire,Ted Lapidus,A dark  aromatic scent.,Eau de Toilette,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Classical,"['Clary Sage', 'Gin', 'Palisander Rosewood', 'Moss']"
sexy-muse-1,Ted Lapidus,A delicious and bewitching scent.,Eau de Toilette,FLORAL,FRUITY,Floral Crisp Fruity,"['Cherry (Morello)', 'Marshmallow', 'Sandalwood']"
valentina-blush,Valentino,Valentina Blush leaves a heavenly mist on the skin. A simple gesture is all it takes for the soft yet sharp mischievous hue to surface  revealing its gentle notes and making cheeks turn rosy. The wholesome facets of the citrus blossom unravel against a gourmand background. A bright  radiant signature  overflowing with contrasts.,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Gourmand,"['Orange Blossom', 'Praline', 'Cherry (Morello)', 'Pink Pepper']"
electric-cherry,Tom Ford,"""Electric Cherry is both effervescent and playful. A fragrance that captures the early  flirtatious stages of romance "" Tom Ford.",,FLORAL,FRUITY,Soft Floral Crisp Fruity,"['Cherry (Morello)', 'Jasmine (Sambac)', 'Musk', 'Gardenia', 'Pistachio', 'Ginger (India)', 'Ambroxan (Ambergris)', 'Pink Pepper', 'Sandalwood', 'Cedarwood (Texas)']"
fleur-defendue-forbidden-flower,Lolita Lempicka,The new fragrance by Lolita Lempicka is heady  intriguing and leaves you feeling utterly intoxicated  thanks to its forbidden fragrance. Created in the heart of the garden of voluptuous delights  Lolita Lempicka Fleur Défendue has chosen nature as its beautiful setting. This forbidden flower  whose appearance is its only innocent aspect  is misleadingly angelic…,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Green,"['Violet', 'Absinth', 'Strawberry Leaf', 'Peony', 'Mimosa leaves', 'Almond', 'Anise', 'Musk', 'Cherry (Morello)']"
paris-santorin,Carven,Sail away one last time this sunny season with the vibrant notes of Paris - Santorin  an ode to Figue in all the nuances that nature can bring  uniquely blends the juicy side of the fruit with its fresh green leaves.,Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Green,"['Cashmeran (Woody musky)', 'Fig Leaf', 'Fig', 'Sandalwood', 'Bergamot', 'Pink Pepper', 'Tonka Bean', 'Iris / Orris', 'Everlasting Flower']"
love-potion-blossom-kiss-1,Oriflame,Open the doors to a dreamy world! Enjoy the seductive scent of Love Potion Blossom Kiss. A passionate and inviting fragrance.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Lily Of The Valley', 'Fig', 'Vanilla', 'Freesia', 'Solar Notes', 'Pear', 'Raspberry', 'Tonka Bean', 'Musk']"
radiant-peony,Oriflame,Renowned for its stunning large blooms and countless petals  the peony flower is beautifully soft with the sweetest scent. This fragrance is a reminder that the beauty of nature is all around us.,,FLORAL,FRUITY,Floral Fresher Fruity,"['Peony', 'Apple', 'Musk', 'Cyclamen', 'Freesia', 'Lily Of The Valley', 'Magnolia', 'Cedarwood', 'Sandalwood', 'Violet Leaves']"
212-vip-rose-i-ny-2023,Carolina Herrera,"Carolina Herrera celebrates the energy of the world's most vibrant city with 212 VIP Rosé I Love NY. Who doesn't love New York? Carolina Herrera loves it. The legendary brand was born in the Big Apple  and has been deeply rooted in it ever since. ""That was my first fragrance project  and I was trying to capture the free  creative and uncomplicated spirit of New York's youth "" explains Carolina A. Herrera  Creative Director of I Love NY. Herrera  Creative Director of Carolina Herrera fragrances. In 2023  the brand pays homage to an enduring symbol of the city that never sleeps: the I Love New York logo  created by Milton Glaser in 1977  with a unique version of the iconic women's fragrance from the 212 collection. 212 VIP Rosé I Love NY  the bubbly fantasy for her  incorporates lactic and spicy nuances with a surprising twist. Its creators  perfumers Emilie Coppermann and Marine Ipert  have described it as a ""musky latte""  the perfect kind of accessory for those strong women who start their day in New York with a latte to go and a pair of fabulous stilettos or trainers. The fragrance places creamy softness and sweetness at the heart of 212 VIP Rosé's floral explosion.",Eau de Parfum,FLORAL,MUSK SKIN,Soft Floral Crisp Gourmand,"['Jasmine (Egypt)', 'Apricot', 'Musk', 'Coffee', 'Patchouli (Indonesia)', 'Bergamot', 'Milk', 'Tiramisone', 'Freesia', 'Clary Sage']"
oh-sweet-dulce-de-leche,Oriflame,Just one spritz of this deliciously addictive scent will tantalise your scent tastebuds.,,AMBERY (ORIENTAL),GOURMAND,Amber Crisp Gourmand,"['Dulce De Leche', 'Peach', 'Jelly (Rose)']"
bandit-supreme-1,Robert Piguet,With Bandit Suprême  Robert Piguet salutes the original scent's extraordinary sensibilities while translating its most daring characteristics for the modern consumer. The end result is a linear formulation that is replete with contradictions as disruptive as they are appealing.,,CHYPRE,FLORAL,Mossy Woods Classical,"['Ambroxan (Ambergris)', 'Neroli', 'Muscenone (Musk)', 'Jasmine', 'Oakmoss', 'Orange Blossom', 'Patchouli', 'Galbanum', 'Leather']"
noble-xxi-art-deco-amberwood,Clive Christian,A smooth and almost translucent amber is enhanced with rich and opulent woods to create a beguiling perfume.,,WOODY,AMBERY (ORIENTAL),Woody Amber Fresher Citrus,"['Timberwood (Woody Note)', 'Angelica', 'Clary Sage', 'Oud / Agarwood', 'Cashmeran (Woody musky)', 'Cedarwood', 'Cypriol / Nagarmota', 'Ambrox (Ambergris)', 'Amber', 'Ciste Labdanum', 'Tonka Bean', 'Vanilla', 'Bergamot', 'Iris / Orris', 'Patchouli', 'Pink Pepper', 'Tobacco Leaf', 'Helvetolide (Musk)', 'Muscenone (Musk)', 'Sclarene']"
morning-waves,Ramsons,Just like the rising sun  rise to every occasion with this exotic fragrance.,,WOODY,WATERY,Woods Fresher Water,"['Cashmeran (Woody musky)', 'Watery', 'Amber', 'Timberwood (Woody Note)', 'Cardamom', 'Fruity Notes', 'Jasmine', 'Lavender', 'Lemon', 'Musk', 'Nutmeg', 'Orange', 'Rose', 'Leaves']"
certified-original-brown,Cfs,This is an original singular scent with a soft  warm signature.,,WOODY,WOODY,Woods Classical,"['Timberwood (Woody Note)', 'Amber', 'Peppermint', 'Cinnamon', 'Rose', 'Grapefruit', 'Leather', 'Mandarin', 'Musk', 'Patchouli']"
aquarius,Cfs,This is a fine  fresh  optimistic fragrance with punchy top notes  an elegant heart  and a pure  warm dry down.,,LEATHER,FRUITY,Dry Woods Crisp Fruity,"['Fruity Notes', 'Saffron', 'Tobacco Leaf', 'Coriander', 'Lavender', 'Mint', 'Sea Water', 'Cedarwood', 'Jasmine', 'Neroli', 'Oakmoss', 'Patchouli', 'Rosemary', 'Sandalwood', 'Timberwood (Woody Note)']"
winter,Ramsons,Whether you are going to the office or to a party  enjoy winter time with this magnificently warm and alluring fragrance.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Citrus,"['Jasmine', 'Amber', 'Tangerine', 'Floral Notes', 'Rose', 'Tonka Bean', 'Vanilla', 'Bergamot', 'Lavender', 'Lime', 'Musk', 'Timberwood (Woody Note)']"
h24-eau-de-parfum-1,Hermès,The H 24 space opens up  giving expression to the depth and sensuality of the materials. Sage  rosewood  narcissus  and sclarene still compose the olfactory range of the eau de parfum  but shaken up  in different proportions. Moss  both natural and high-tech  emerges from the green depths  clinging to the walls of the city as it does to the trees  suffused with an assertive natural character that brings richness and comfort to the initial accord. The fragrance’s trail becomes more intense on the skin.,Eau de Parfum,AROMATIC FOUGERE,GREEN,Aromatic Fougère Crisp Green,"['Clary Sage', 'Narcissus', 'Palisander Rosewood', 'Sclarene', 'Oakmoss']"
h24,Hermès,"""To create this Hermès signature fragrance  I had to open up other less predictable paths  to move away from the conventional woodiness of men's scents. I was thinking of urban nature  the accelerated image of this fragile little shoot pushing through concrete to claim its space. I find this expression of this movement  this life force  enormously moving "" Christine Nagel  Perfumer.",Eau de Toilette,AROMATIC FOUGERE,GREEN,Aromatic Fougère Fresher Green,"['Clary Sage', 'Green Notes', 'Narcissus', 'Palisander Rosewood', 'Sclarene']"
santal-blanc-2,Van Cleef & Arpels,"White is purity. White is softness. White is synonymous with perfect balance. This textured fragrance is intended to evoke a ""white matter""  seducing the most delicate and cottony facets of sandalwood.",,WOODY,GREEN,Woods Crisp Green,"['Sandalwood (New Caledonia)', 'Fig Milk', 'Tonka Bean', 'Ambroxan (Ambergris)', 'Cedarwood', 'Grapefruit', 'Mandarin', 'Violet Leaves', 'Muscenone (Musk)']"
